Ensembl_ID	TCGA-L5-A4OG-01A	TCGA-JY-A6FB-01A	TCGA-V5-A7RE-01A	TCGA-L5-A43E-01A	TCGA-LN-A49M-01A	TCGA-KH-A6WC-01A	TCGA-2H-A9GJ-01A	TCGA-L5-A893-01A	TCGA-LN-A7HV-01A	TCGA-L5-A4OH-01A	TCGA-IC-A6RF-01A	TCGA-JY-A93F-01A	TCGA-LN-A4A9-01A	TCGA-L5-A4OJ-01A	TCGA-LN-A5U7-01A
OVOL2	2.500199493	3.485917254	3.675081133	3.239626035	1.873887218	1.950250583	3.096627528	3.209674298	2.369676447	1.319656495	2.908107981	1.362978345	0.496416367	3.778339305	1.103354891
OVOL3	0.330107476	0.215648653	0.866665634	0.473981327	0.474246194	0.428874468	0.426664178	0.151325059	0.254755587	0.469541201	0.360402432	0.387744745	0.92295566	0.166899354	0.581801258
OXA1L	4.676482699	4.173797517	4.801433599	5.078624706	3.930209676	4.039438167	5.016465702	4.4812282	3.714707944	4.791654909	4.682781918	4.162674208	3.69928534	5.079412204	4.27102173
OXCT1	1.715923581	2.214666395	1.208688195	1.58242933	2.287758531	3.542941409	1.919909016	3.249817767	3.347774561	2.464053822	2.487924671	2.826335872	2.307538314	4.124024604	3.466830792
OXER1	0.859942696	0.595548122	1.74936771	1.526981811	0.196618811	0.815719014	1.945224526	0.682610933	0.244271441	0.306905798	0.311934908	0.204932499	0.613487533	0.2363615	0.270990769
OXLD1	2.271266253	3.387912666	2.608479404	3.68924686	3.068359681	2.357069422	3.343938378	2.675341244	3.282147519	2.706720628	3.970444457	3.260683363	3.148755218	2.478411602	2.911494949
OXNAD1	1.457800983	1.703248568	1.566883176	1.339826162	1.33643802	0.995614775	1.752554777	1.582692735	0.91615031	1.364338341	1.184825605	1.155541816	1.196221479	1.921042614	1.098783438
OXR1	2.98106858	2.470400495	2.843651756	3.007232036	2.40039815	3.329439994	2.55171951	2.612624737	2.733004857	3.791225276	2.836748236	3.12359643	3.063408945	2.230818046	3.317660354
OXSM	1.876299094	1.772896611	2.201731907	2.292574176	2.420642195	1.763543537	2.134640682	1.909028838	1.932707453	2.058169226	2.182017963	2.447441447	1.979074938	2.025252203	1.552597494
OXSR1	3.718322447	3.684199128	3.980328083	3.821366136	4.617027396	4.083658912	3.959566948	3.850169772	3.317771894	3.661057145	3.7766041	5.177238424	4.019234138	3.316218114	3.676427853
OXTR	0.340831191	0.310692633	0.209988962	0.159735632	0.656341039	0.095758969	0.390002839	0.223635065	0.257271147	0.448890916	0.273197733	0.049442416	0.278373775	0.162032957	0.623915472
P2RX1	1.49082667	0.138157612	0.206113685	0.508029695	0.072936789	1.133293841	1.923440468	1.203026158	0.289203902	0.083597179	0.902412256	0.09555063	0.430955604	1.166069839	0.105470869
P2RX4	1.405222203	2.325208216	2.067756872	2.364248734	1.20585976	0.398142013	2.476312087	2.100191185	1.700340783	2.3355645	0.369517659	1.271047826	2.002039045	1.515636726	1.35049888
P2RX5	1.212152035	0.162245558	0.155101558	0.440285394	0.051306989	0.054273712	0.217741716	1.12754078	0.084878153	0.872367668	1.271532495	0.149607983	0.353384992	0.325613891	1.39445795
P2RX6	0.200663996	0.011363828	0.007419446	0.023399538	0.074075965	0.104600003	0.067782344	0.137960451	0.443576543	0.052428838	0.038463783	0.121305976	0.240898317	0.040343535	0.199797826
P2RX7	0.457173996	0.33432025	0.178774328	0.226105084	1.852826011	0.953943419	0.096393337	0.980979949	0.839205106	0.19043749	0.340340486	1.067909036	2.022663295	0.184371789	1.419552849
P2RY1	1.776240522	0.708273542	0.201643134	0.405767714	1.352148362	3.41285207	1.317718288	1.773364302	3.024869543	0.204917389	0.477801526	2.844259684	2.639448845	0.226374647	3.486068599
P2RY10	1.724558287	0.115010068	0.139400566	0.599090764	0.08419342	0.212991221	0.332319904	2.04634993	0.114817223	0.290113917	1.226719623	0.120734001	1.356770552	0.539174738	0.176183944
P2RY11	1.259928226	1.87264839	1.148440087	2.097676211	1.762832995	0.999905162	2.011385801	1.577411113	2.016390816	2.046775086	1.870982151	1.585514977	2.621867845	2.26753984	1.451419522
P2RY13	1.283987604	0.255765177	0.20163165	0.476901602	0.215024239	0.773851948	0.073123482	1.14795741	0.405141165	0.384592926	0.540004466	0.065691774	1.353293306	0.333763163	0.1905729
P2RY14	0.770889282	0.639766005	0.187282691	0.592916525	0.559183084	0.863339027	0.445306373	1.643220703	0.172919894	0.39059147	1.279802893	0.273077947	1.083816138	0.287975323	0.260728289
P2RY2	3.196266537	2.048841028	1.532261542	0.801921904	3.184787278	4.300715852	0.960497547	3.049942856	3.077092542	3.07654802	4.374089199	3.706190272	1.577874418	1.666181771	3.091375332
P2RY6	1.90800872	0.705142488	0.879963876	0.470726223	0.497223384	0.474636167	1.328831135	0.893931586	0.949796968	1.074417359	2.399996931	0.124275543	1.375110244	1.417646004	0.58695068
P2RY8	1.647848477	1.191211081	0.295110692	0.799144037	0.430265649	0.232625625	0.822203596	2.412526453	0.490874164	0.605881323	1.510956096	0.119864775	0.665282349	1.128873641	0.195422873
P2RY8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P3H1	2.420118215	2.30392247	1.852578089	1.82669439	3.465611293	0.994230542	2.852269958	2.02959216	2.990387111	2.213784313	1.545873863	1.373045542	4.166036955	2.841450496	2.706331376
P3H2	2.972031143	1.874653626	5.078800276	0.659517744	3.918335937	2.529478022	1.058828084	3.318518829	1.756844154	0.258912472	5.433981824	4.776718533	2.62435315	3.995548862	5.951769618
P3H3	2.171426995	1.793266034	0.463613211	0.739501978	2.262592274	0.344054774	2.537881923	1.099730111	1.5611809	1.128405303	1.071067612	0.486599787	1.126454288	2.523415104	0.97785612
P3H4	2.861540891	6.681008433	5.695260608	2.948139197	2.823360365	1.098428709	4.980162861	2.238223477	3.66231946	2.017169758	3.476435816	3.450345036	2.566969083	4.502662146	2.198537859
P4HA1	3.337109288	3.327354741	3.787536462	4.15513386	4.125203989	1.859984376	3.950935842	3.034915516	5.715566208	3.581728133	2.579467099	3.444897615	5.316808726	3.253914879	4.586915761
P4HA2	2.36617583	2.504667275	2.783397672	1.931310137	3.632379009	1.786889494	2.814676484	2.209229337	3.504475356	2.237145216	3.122463274	2.93491528	4.060289855	2.386723971	3.757464278
P4HA3	0.458852368	0.675479035	0.161725634	0.344933633	1.343597881	0.091969862	0.170514685	0.325145412	0.540538281	0.451331776	0.220566731	0.309303051	1.540364791	0.321259089	0.344636659
P4HB	6.990723898	7.627764812	6.803070049	7.440134714	7.13433979	7.284093936	8.688562034	7.447447633	7.073122966	6.934687286	7.383339771	6.773664292	6.453567274	7.227805356	6.934798851
P4HTM	1.929908362	2.564330638	2.080121048	2.551803152	0.321433995	1.179078745	2.940455416	2.139616558	1.665230335	2.009631238	2.18070032	0.256688609	0.972120867	1.814232652	0.70402869
PA2G4	5.135321164	5.512710798	5.520245908	5.199017301	5.725819567	4.677431815	4.959919554	4.947907337	5.861196325	4.704110981	5.449324472	6.157884963	4.252995071	5.238518871	5.183250776
PAAF1	1.162706142	1.672052233	1.502259409	1.711655832	2.052894486	1.338802827	1.179119435	1.379467218	1.882516921	2.071052334	0.678226859	1.709061399	1.319016938	1.088253371	0.38549366
PABPC1	11.25361725	8.109975096	9.41817961	9.985130577	8.51548781	9.849259386	8.670388364	8.325450529	8.819343631	9.998061643	8.664667685	9.13918144	8.61903523	7.790507414	8.584137881
PABPC1L	3.869246858	2.476505917	2.886165514	3.081386628	1.76740926	1.31448419	3.357650177	1.817622436	2.412583851	4.134354025	2.398623163	1.452457602	2.035983169	2.319899293	2.390856706
PABPC3	2.792051225	0.531490804	1.310162081	2.621325344	1.406372756	1.671267554	1.347725231	1.261587777	1.538534066	1.97146856	0.963618359	1.811125704	1.62528438	0.723912327	1.031225453
PABPC4	4.260177881	4.238538911	4.416627181	4.52275868	4.024861526	3.842433208	4.001292224	5.160679341	5.585438839	4.710975306	4.60777497	4.826610945	6.565909555	4.882054181	4.353418164
PABPC4L	0.200128083	0.243786868	0.066071215	0.115610716	0.249111331	0.330669212	0.104455794	0.145851924	0.811669898	0.095900044	0.06949624	0.061303416	1.679087902	0.211453458	0.106607213
PABPC5	0.08476272	0.105534609	0.025273254	0.098946487	0.079335112	0.03788147	0.014945725	0.128239151	0.067116828	0.054919864	0.061817197	0.023735321	0.203445973	0.131501368	0.045897107
PABPN1	3.806174301	3.809560322	4.674094489	4.816826535	4.479231753	3.466317222	3.572545771	4.244508528	3.73251367	4.557974881	3.930197079	4.915135553	4.478591535	4.084072175	4.095515334
PACRGL	1.450668537	1.470867621	1.619011467	1.819203516	1.134772478	0.984690798	1.036619981	1.532600867	1.417180718	2.12547801	1.736034105	1.84127233	1.596075183	1.354760486	1.491423145
PACS1	3.753387274	4.475361073	4.045207021	3.848111547	4.617240575	4.115285508	3.983849745	4.3366315	5.296465485	4.655407834	4.889310068	4.652575465	4.591545574	4.206920896	4.97193432
PACS2	2.483672948	2.915171813	3.239089773	3.35850811	2.352441458	2.185506955	3.08339354	3.064393145	2.632745666	2.985925532	2.949366139	2.316434064	3.19223031	2.964182902	2.851210098
PACSIN1	0.168754254	0.033290787	0.290696464	0.086344885	0.069823963	0.027288035	0.568813226	0.732774358	0.091189855	0.089856573	0.484192376	0.029748852	0.267069294	0.028985095	0.026530621
PACSIN2	4.979374263	5.534982698	4.226498645	5.728957747	3.517470408	3.25391772	4.394750179	4.352920687	3.848529518	4.026491034	4.206200038	3.766439015	3.361706322	5.061195636	3.819281404
PACSIN3	3.258873401	3.857640292	3.212281812	2.23421885	3.573614405	3.977320282	1.8644881	2.732274366	4.967593957	3.954129231	3.967675296	3.933694086	3.863278606	0.676439571	4.096268285
PADI2	1.317237639	1.043023631	1.406312499	0.334171524	0.995711299	0.538535503	3.913104626	3.212339984	0.559958994	3.51429335	0.338059987	0.134914615	1.586206145	0.189803793	0.181653359
PAF1	3.625129281	4.10333102	4.274971158	3.503893009	4.669252242	4.28733652	4.659586236	4.348537972	4.362138292	4.703343055	3.861845188	4.223033358	3.525844611	4.385127674	4.133611356
PAFAH1B1	4.068996046	3.997324446	3.648441051	3.573453585	4.556029833	4.24943698	4.067414118	4.131873292	3.627315058	3.44013205	4.341661715	4.561518231	4.25603141	4.325409728	4.949766231
PAFAH1B2	4.466733651	4.063529848	4.288094233	3.889957915	3.545911375	3.119519896	3.954416182	3.76408628	5.035868654	5.02484082	4.119979285	4.53379994	3.744543389	4.612847665	4.299767786
PAFAH1B3	3.504342979	4.369684208	4.669486169	3.224717235	3.985853046	2.696449869	3.972042059	4.318221334	4.97837454	4.183440021	4.631899716	3.875991966	3.461118651	4.085372341	3.519585874
PAFAH2	2.358827854	3.389165322	3.0224753	3.384301397	2.1052763	2.467945279	3.72692662	3.739488888	2.736107028	2.840416157	2.06908672	2.405388008	2.091194996	3.589381202	1.741501386
PAG1	2.22279336	1.860793634	2.121637847	2.820846456	1.402449519	0.537779963	2.905838468	2.723505332	1.027079875	2.10133452	1.449826957	1.021885261	2.931941426	2.378327645	1.167632987
PAGR1	1.875528857	2.285470726	2.850323208	2.56446374	2.094971703	1.388400967	2.721088775	2.112336089	3.294321148	2.759541303	1.755131155	1.935259469	1.570773003	2.74018599	2.239316338
PAGR1	0	0	0	0	0	0	0	0	0.009536621	0	0	0	0	0	0
PAICS	4.495012855	4.714505711	4.989060617	4.707503889	3.761796645	3.070860682	3.340582823	3.585032932	5.202579772	4.923726939	4.067278175	4.917786486	3.11012846	4.605383197	4.695731752
PAIP1	3.749015299	3.736831419	4.188681088	3.272523585	4.31538654	3.169161837	2.805915944	3.699582038	4.327075911	4.564903939	3.972569234	3.514201037	3.521356809	3.902334118	4.336491283
PAIP2	3.511099035	3.02190486	3.734836905	2.774234696	4.061503423	3.456363696	3.030487769	3.368312837	3.297873549	3.011259279	3.762489524	3.405389745	3.534647797	2.492091491	3.907074812
PAIP2B	0.656557864	0.022737814	0.432493911	0.086224749	0.926583093	2.567587861	1.176752898	1.067002769	1.435898378	0.915006202	0.664224037	0.327919936	0.674373388	0.563400343	1.071198498
PAK1	4.023974326	4.058564222	4.687365393	3.945887567	2.818618266	2.705071212	3.385527559	3.800982996	3.588616924	4.607251323	4.783766462	4.53239131	3.279395757	4.365589633	2.83053513
PAK1IP1	3.542062444	3.364938647	4.070215099	4.302624439	4.005472146	3.03723761	3.07121674	3.373603616	3.804170817	4.243377797	3.762746759	4.397658129	2.707936184	3.68735167	3.367118477
PAK2	4.999826166	5.023269685	4.951328718	5.393262649	5.304161854	3.891020162	5.26993793	4.476238314	5.286950467	4.795609355	4.856648244	4.808008807	5.214021797	4.821336418	6.405854254
PAK4	3.770317458	4.160606974	4.231998891	2.926027439	3.703488948	3.593587967	3.482138704	3.838378972	4.392529317	4.271984939	4.652282936	3.825907523	3.12512815	3.899516859	3.889455819
PAK6	0.030547911	0.008578947	0.008390852	0.008868664	0.044181655	0.031329671	0.016435014	0.017598389	0.055605187	0.017657414	0.062759859	0.024475543	0.017342676	0.012568309	0.037977126
PAK6	0.193061101	0.231168654	0.140095964	0.108167116	0.476105344	0.747412017	0.149810979	0.27334503	0.520912144	0.162991354	0.822383849	0.33001941	0.200108103	0.132662319	0.496776758
PALB2	2.163038992	2.65663133	2.054659424	2.79975931	2.87459749	1.918213771	2.94446036	2.043092701	2.779873146	2.870351831	2.771891596	2.587897772	1.558608025	2.666954132	3.304901772
PALD1	2.268867222	2.503281155	1.272716472	1.051411485	2.965378135	1.415486941	0.731095004	2.158359996	0.899674908	2.510366029	3.271968563	2.805271351	1.723131938	1.524391167	0.896704527
PALLD	3.811339548	3.723611993	3.254299467	3.397249013	4.577843228	4.406725055	3.468624663	4.040354265	5.033801448	3.271285592	4.755420571	3.924499977	5.607337965	4.768951361	5.385083529
PALM	1.166571486	0.741302246	0.437353402	0.32455254	1.147503205	1.69948849	1.519734965	1.669592722	0.750209327	1.786028033	0.847597584	0.441785346	3.813091556	0.547847183	0.35001972
PALM3	0.879629894	1.15741248	0.951531553	2.383717537	0.309810046	0.038685695	0.422663203	0.377184099	0.074598456	0.690509824	0.019716857	0.032232642	0.180247943	0.182433034	0.110027734
PALMD	1.269576314	0.812452693	0.308174978	0.399421172	3.096702269	2.912656875	0.841313915	2.048605335	3.421959118	0.670891962	1.886527484	3.212499723	2.539696829	0.414473197	1.936819143
PAM	3.395375424	4.13963818	3.365229822	3.451108479	3.934442437	2.996261563	3.957992798	3.25466728	3.930274207	3.640467001	3.935624853	4.644334123	4.422375005	2.642429285	4.153703082
PAM16	1.874127891	2.136074643	2.724280742	2.629372876	1.647298897	1.210650771	1.121635968	1.686122415	2.446253095	1.872563593	1.825801906	1.862237009	2.79369863	2.272848598	1.507851783
PAMR1	1.773616606	1.759232797	0.562325684	1.026997909	0.794826717	0.258249375	0.882220801	1.171174281	0.158324289	0.910467881	0.402521031	0.267478148	0.874474139	1.244884712	0.668053311
PAN2	2.825640677	2.90146857	2.313848559	2.878386055	2.138996524	1.870203909	3.253427548	2.407952618	2.725789056	3.114500776	1.589129734	1.401180138	2.446120918	2.927410661	2.884101949
PAN3	3.479126282	2.494244275	2.526287105	3.625988903	2.223681133	2.455964948	2.273428611	3.089293444	1.954449358	3.815817498	2.94382932	2.876325256	2.947808004	2.499625171	3.494735133
PANK1	0.778939621	1.618940169	1.539929536	1.035438142	0.587054954	1.27294052	0.815920152	1.671330439	0.646275746	1.69628432	0.886585086	0.632931048	0.282442006	0.805021547	0.53139342
PANK2	2.501693157	2.173957855	2.260135131	2.189153043	1.43131756	2.786845379	2.073582306	2.392299385	2.752680852	2.765639038	2.065142295	2.110125928	1.888516359	1.919783619	2.608382244
PANK3	3.713339016	3.217765607	3.886125307	3.591486261	2.763699702	3.086921244	4.605774544	3.856296758	2.585010762	3.291979424	3.334926162	3.464771509	3.434715036	3.767482705	3.630158594
PANK4	2.021254422	1.940277987	1.794139418	1.886702782	2.433234621	1.49723824	1.938895011	2.443011938	1.704179125	2.971324921	1.809358243	1.76076266	2.018980743	2.247995366	1.772011785
PANO1	0.320238329	1.813890653	0.375835764	0.334429763	0.262954553	0.41645443	0.869378872	0.505865562	0.876319293	0.351425243	0.871756301	0.511783692	0.697780754	0.627032629	0.11057413
PANX1	3.565480223	3.702420437	3.450861837	3.470928054	3.465280146	2.062848145	3.825556749	3.161132617	4.04409929	3.919823721	4.006448401	3.84623222	4.192232221	3.340442187	3.834561585
PANX2	0.889467621	0.062416368	0.22045647	0.064484128	2.843084159	2.068915424	0.552994175	0.430159141	2.695837784	1.604798785	0.220083119	0.032892705	2.37247412	0.071905581	4.546295863
PAOX	1.728573962	1.422790312	1.094451971	1.009597841	1.414393131	2.177013742	2.311944688	2.191007146	1.563006534	1.656550584	2.68346826	1.757622858	1.693948874	1.71195374	1.509157623
PAPLN	1.121051072	0.44995265	1.442792265	0.870883035	2.767250527	2.299786115	2.004651111	1.885951122	1.543361899	1.798961528	1.283110541	1.299037809	4.122025999	1.069844417	2.10521111
PAPOLA	4.33961541	4.3474919	4.888519325	4.855437322	4.076014866	3.863799751	4.634714085	4.343177257	3.538500296	4.666264833	3.600041343	4.240255608	4.490438298	4.571437751	5.096232734
PAPOLG	2.146160093	1.939803528	1.849959361	1.956452373	1.862781876	1.495360906	1.8028928	1.810657142	2.168735505	1.826257974	2.367831997	1.942716953	2.09670055	2.145359022	2.566424994
PAPPA	2.596776873	0.659570829	0.262001553	0.782024073	1.041209098	0.392088247	0.323600962	0.87203627	0.799735639	0.52650513	2.897868434	0.610367806	0.89245877	0.556791914	0.461297452
PAPSS1	3.675749845	3.957598841	3.190137396	3.753047844	3.153881754	3.675848316	4.190946902	3.504583444	3.028328823	3.466564178	4.457375047	3.76423725	3.83425767	3.831425429	3.841862823
PAPSS2	2.276383509	3.096730837	3.044095389	2.289705265	1.656341344	1.49184863	4.450189315	3.432059384	1.28978424	4.390195457	1.043621946	0.807255592	2.407474581	3.40217729	1.552767693
PAQR3	1.447480617	0.804798652	0.965447867	1.454067978	1.367550243	0.887625149	1.391778015	1.422623281	1.064195232	1.93085317	2.072934146	1.547420695	1.876939744	1.714113145	1.471974397
PAQR4	3.383085581	4.248367915	3.585457524	2.733683281	3.979672781	1.396709523	2.083947542	2.998657877	4.85030282	2.138291395	3.163392645	3.17084205	3.077317714	3.137483009	4.012647337
PAQR5	1.212728758	2.206593093	1.720788956	1.671295232	4.05355152	3.034401191	0.809261052	1.718039157	0.89086634	2.493341081	2.633293564	4.605605605	1.168882123	1.283420508	1.977002068
PAQR6	0.984225177	1.135012687	0.565557824	0.912742275	1.689595389	0.931990436	1.60528235	0.917533916	1.257056611	1.264044998	1.420504667	0.472133045	2.034162188	1.817557866	0.334141492
PAQR7	1.493245413	2.051839084	1.77817428	1.630234434	2.254816171	3.181113963	1.222202919	1.883080538	2.602572431	2.420559169	3.100978849	3.695951457	1.998432752	1.499322931	1.448084799
PAQR8	2.902951689	5.280416711	4.067598266	5.00121221	0.800196572	4.997603587	7.68075861	5.607005835	0.685638317	4.916854404	0.740599061	0.270865982	1.163391565	4.720555154	1.887237019
PARD3	3.635012552	3.790123119	4.35302988	3.10036438	3.550735382	4.924150965	3.445954189	4.004332699	3.697677399	3.815081141	4.538852071	3.794417415	2.380668123	3.201145776	3.872184915
PARD3B	1.382279449	1.451094592	1.428315945	1.498976669	0.338044275	0.553332271	1.574450982	1.688913069	0.839796535	1.895543138	0.626560982	0.234372444	1.208971597	1.576594003	0.189940955
PARD6A	2.023831342	3.003909036	1.98489917	1.630609094	0.258946784	0.494329608	1.567407209	1.793130068	2.357657583	1.502768281	1.757650425	0.556934831	0.636930688	1.803761836	0.247766111
PARD6B	3.631690824	3.001748035	2.706368176	2.88996283	1.184233439	1.704971265	3.686966407	2.419132676	1.059347795	5.188711422	1.904421021	2.663851743	1.143380874	3.334144265	0.754187991
PARD6G	1.909207893	1.348634724	0.54783769	0.743671223	3.660574018	3.663547121	0.865663928	2.589805843	4.782556734	1.103132923	4.677983692	5.007119404	4.802276424	0.559198256	4.652164483
PARG	2.314257802	2.714652695	2.17208689	2.345975543	2.684633395	1.883173032	2.575689269	2.42343911	2.384714249	3.120579757	2.715946278	2.364784533	2.046719061	2.025644652	2.381140953
PARK7	4.628294735	5.394593218	5.464490592	5.017475678	5.321800135	3.775479975	4.573907766	5.358665707	5.379413176	5.564332261	3.960726702	4.869504092	4.18019813	5.624817207	4.022040318
PARL	4.231972286	3.949928086	4.606607549	4.828956049	4.183399867	3.187695557	4.194067944	3.963527768	4.756539741	3.947986382	4.901130973	4.3677997	4.357976439	4.173474614	4.549965354
PARM1	1.948453142	1.526008638	2.169230586	0.997188692	1.009901587	1.323077532	3.607674401	2.149814271	1.720902332	0.715719838	1.383316001	0.441598568	2.714699438	1.336909081	0.71000224
PARN	3.419672179	3.910612339	3.265759609	3.418974184	3.771615841	2.636524337	3.943018909	3.403901981	4.487492722	2.986443226	3.2285311	3.05150624	3.325850104	4.035625108	3.454313235
PARP1	4.478893837	5.296779635	4.930299343	4.20993515	4.333842858	3.207989705	4.253428641	4.905048016	4.899581467	5.097564571	3.782174393	4.151857202	3.433142256	4.185610534	4.795633123
PARP10	2.986276294	3.979902567	3.858753121	3.947362202	3.061625012	2.958335956	3.385779635	3.475827449	2.638333604	3.677416117	3.809658186	2.281899758	3.790465658	2.015786303	3.397575613
PARP11	1.63995974	0.777284066	0.210814758	1.119434965	1.019764444	1.329847282	0.836837284	1.491862655	1.010192472	1.220542958	1.214827373	0.778514777	1.224953141	1.82420567	2.233757443
PARP12	3.354241701	3.180797797	4.251527487	4.129133357	4.464821742	2.770117163	3.540517241	4.08435868	3.352041028	5.082609231	4.518695224	3.073231812	4.796357628	3.501788793	3.125275838
PARP14	4.398967545	3.511239233	4.398099258	4.136278851	3.905743765	3.652254233	4.052270996	4.005536594	2.599465751	4.988622627	5.058229766	2.363349157	5.512191452	3.597039177	5.060722072
PARP15	1.058763687	0.097861051	0.761523729	1.338285882	0.460266088	0.247938925	0.662469135	1.258830171	0.234241369	0.292054529	0.847675534	0.149411201	1.011567159	0.304180768	0.216617609
PARP16	2.075162413	2.476220488	1.772231253	1.770425241	1.68291969	1.775856305	1.461321814	1.971345507	2.238432176	1.892821298	1.843791896	1.115645577	1.847843065	2.37162891	1.772534747
PARP2	1.758486094	2.098085618	2.584591623	2.33996277	2.579768332	1.698893465	1.921894646	2.554161851	2.174768156	2.714455521	2.178177125	2.065436329	2.264906155	2.714621857	2.628535831
PARP3	2.869573045	2.867489627	2.9442383	3.219757452	2.129240284	2.183442716	3.26383196	3.259800707	1.744828887	2.262488016	4.565922409	2.205087404	3.045910579	2.79209772	2.618672383
PARP4	5.180418092	4.661214419	4.097349899	5.546979452	3.20433158	4.401190909	4.792559202	4.802489509	3.681242564	5.159528841	4.416516632	2.511971239	2.915509884	6.257840205	5.033442789
PARP6	1.208609531	2.711938518	2.058025119	1.675453296	3.337975732	2.01322554	2.553476537	1.946869261	2.395553078	0.510099001	3.124156339	2.346588477	3.450452085	2.751860152	2.564796821
PARP8	1.882464828	2.052857768	1.584181345	2.108475311	0.79480213	1.098257683	1.297268992	1.892241304	1.047125706	0.959119849	1.63141194	0.847669427	1.802095994	1.689921969	2.565750254
PARP9	4.011494533	3.543529331	4.248162695	3.507097225	4.600404818	3.718959934	3.360032877	3.782650364	2.50390824	3.798789354	4.57934459	2.361171596	5.423359637	3.052950338	4.697071207
PARPBP	2.102881786	2.45835218	2.617567757	1.460604778	2.016553964	1.230716754	1.681821737	1.718045443	2.012335482	1.805563316	1.254526768	1.833071455	1.385499383	2.00614564	3.010403901
PARS2	1.771639632	2.008178293	2.140217819	2.266538934	1.53706265	1.409921898	2.073628519	1.839909952	1.726845369	2.305765758	1.584932452	1.223435572	1.351148302	2.423405933	1.587456687
PARVA	2.662006595	3.253547683	2.383104416	2.747672504	2.797128785	2.294716548	3.288580544	2.953006514	3.363454511	2.808959505	2.735985181	2.398586793	3.195504247	3.321838889	2.879431781
PARVB	2.403419911	1.193285505	0.509261897	0.69123216	2.307085083	0.803619463	2.290919419	1.398249367	1.932231712	2.276383529	2.271373719	0.399318133	1.847080457	1.581646796	1.482412987
PARVG	0.562308531	0.408137586	0.130120319	0.392571706	0.313639018	0.291613913	0.169301204	1.141668737	0.438768414	0.264289828	0.551646989	0.162219004	0.983649983	0.24090053	0.29484404
PASK	1.687786441	1.742601485	2.408401316	1.355318304	0.79081101	0.957267872	1.006995261	1.821389021	1.229325323	2.345372149	1.222173595	1.11246566	1.864683325	1.336686126	1.725258626
PATL1	5.153614784	5.632745289	5.132429979	4.74556948	4.637137533	3.810068267	4.541694853	4.482239094	5.11923645	5.320146574	4.573197332	4.602109742	4.71511626	4.62269248	6.156861544
PATL2	0.59304765	0.648087874	0.110004284	1.36920373	0.098152851	0.1005003	0.57964344	0.725419764	0.079086808	0.411666336	0.297380391	0.042627546	0.64962566	0.543503015	0.292072118
PATZ1	2.027477608	2.892527075	2.872004911	3.814485413	2.057684082	1.267072522	2.483913656	3.046587242	2.128900063	2.613249382	2.567692926	1.420219042	1.772226837	2.395753236	3.484425041
PAWR	3.325608122	3.319856247	3.106582144	3.290431524	3.278431503	2.379819988	3.12436164	2.582912862	2.03121488	2.671329822	3.292703936	3.05962698	4.07632453	2.607841189	3.994913661
PAX5	0.854780465	0.007688772	1.768908588	1.072831129	0.478775885	0.04882445	0.12068744	2.999327241	0.734765861	0.069907585	2.495290033	0.024124972	0.129489387	1.28214439	0.391626363
PAX6	0.448389456	0.144612152	0.568910976	0.653454455	0.259634368	0.126430064	0.104796587	0.805049242	0.956560836	0.256230864	0.171903391	0.452874041	0.540958615	0.126402112	0.198958913
PAX8	1.159164039	1.308968104	1.496976044	0.815160313	2.112280869	0.211819783	2.163290446	0.660601814	0.082064417	2.291274117	1.505947363	1.85898069	2.323755574	1.769426481	1.910498403
PAX9	2.620848037	0.664182297	0.738810708	0.033504767	0.831224106	5.971622401	0.207615475	3.510797963	0.753203087	0.644379296	2.131132592	0.965712982	0.710836614	2.194224135	2.925081288
PAXBP1	2.685074992	2.672391929	1.593976492	2.774231354	2.656124455	1.681027765	2.304610617	2.809860385	2.438684157	2.988458036	2.304180067	2.318308184	3.317842681	2.509373981	2.484711243
PAXIP1	1.893166854	2.543311063	1.841352619	2.244974402	1.760785357	1.196702059	1.817009243	2.134986409	1.970707377	3.000920799	2.044534888	1.988730389	2.099610313	2.080126147	1.672692743
PBDC1	3.514735008	3.402136599	4.894510513	4.255202838	4.385566287	3.821277793	3.182167414	4.41313971	4.252257176	4.111905551	4.223734053	5.034892167	3.998911285	4.347844621	2.724332973
PBK	3.448097476	3.245334366	3.859168236	3.786719522	3.159856231	1.818800581	2.899302803	3.302214619	3.749023311	3.483867455	2.746300811	3.796293912	2.018526728	2.923019849	4.118537426
PBLD	0.693334919	2.552079679	1.76158229	3.3609364	0.709089034	0.581995599	3.050795127	3.195008062	0.762100502	2.216441287	1.211883227	0.336623971	1.177055079	1.790405993	0.820049494
PBRM1	3.281896147	2.829080244	3.396446541	3.34309327	2.489882959	3.419257997	3.440353455	3.763253488	2.402027899	2.908750208	3.080521751	3.048271201	3.227179152	3.012518972	3.461903457
PBX1	1.053854204	0.451344494	1.682545914	1.37362936	0.966463314	2.210206106	3.226958473	2.340679921	2.270983834	2.257562581	0.536049783	0.119269024	1.193671166	1.993644736	1.908746757
PBX2	3.07255537	3.525977676	3.49993871	3.164233625	3.518029123	3.198890475	3.976156572	3.482768889	3.488681001	3.790114218	4.068911203	3.632541531	3.1643826	3.816282234	3.660495504
PBX3	1.945381383	1.952830312	1.842945257	0.879417342	2.546508443	2.229139136	2.093626021	2.292045632	2.702789914	1.482279514	3.390834433	2.169993451	3.252970166	1.324865111	3.418447036
