Ensembl_ID	TCGA-L5-A4OG-01A	TCGA-JY-A6FB-01A	TCGA-V5-A7RE-01A	TCGA-L5-A43E-01A	TCGA-LN-A49M-01A	TCGA-KH-A6WC-01A	TCGA-2H-A9GJ-01A	TCGA-L5-A893-01A	TCGA-LN-A7HV-01A	TCGA-L5-A4OH-01A	TCGA-IC-A6RF-01A	TCGA-JY-A93F-01A	TCGA-LN-A4A9-01A	TCGA-L5-A4OJ-01A	TCGA-LN-A5U7-01A
ACOT4	0.633541558	0.475727204	1.162864308	1.309739652	1.276229174	0.950577562	1.574013272	1.607643205	0.649935588	1.523367911	0.282655356	0.18816959	0.81845346	1.250011443	1.218304303
ACOT7	3.811878164	3.815766853	3.801982898	2.274527043	5.119732852	2.543439541	2.164983032	4.243771928	4.270541859	4.124098052	4.473586298	4.7943167	3.184609746	3.790341898	3.511687606
ACOT8	2.381861432	2.045489083	2.37522052	2.117071823	1.880652747	1.943323192	2.591770548	2.41163464	2.524572604	3.693468416	1.996176624	1.704132448	1.851348144	2.404721214	2.116133281
ACOT9	2.767243212	2.990171748	3.363406995	2.442899003	2.795245026	0.91069634	2.252886966	2.334059054	2.979603124	3.03338622	2.359802135	2.862320465	3.390856208	3.149867605	1.932763984
ACOX1	3.919741428	3.95452017	4.37647024	4.531363756	2.52963418	4.471868764	4.974808246	3.945715959	2.292154465	3.693424179	4.079999526	3.017248862	2.886745211	4.098526382	3.019394952
ACOX2	0.103946296	0.137711581	0.887531153	0.415798704	0.400629286	1.349945749	0.234973781	0.848916104	0.372000699	0.443852596	0.206077765	0.474346261	0.46007146	0.147226108	0.09674412
ACOX3	2.658083648	2.201147033	2.323202148	2.608306947	2.01629588	3.945979385	1.657506872	3.29950004	2.502809361	3.057515522	3.405234627	2.760694643	2.730240883	2.5098725	1.734840583
ACOXL	0.676745383	0.222868551	0.01522492	0.118005868	0.010839124	0.036965497	0.737087616	0.114487759	0.065957618	0.686344856	0.073906613	0.003587157	0.053980866	0.172884995	0.052234511
ACP1	4.250993779	4.43111643	4.370599091	4.182729083	3.881079513	2.747911389	3.769208282	3.780194593	4.036466813	3.605385226	4.809456768	3.761666201	3.493980481	4.432648672	3.732133359
ACP2	3.230561666	3.841747381	3.43622573	3.666235939	2.860040101	2.543772288	4.286119581	4.028014313	3.969132154	3.980110595	3.589147286	2.387878351	3.119667957	4.090328432	3.347256015
ACP5	4.491690257	3.066468475	3.062406909	3.18497011	5.064991781	4.097402098	2.803064336	3.968679491	4.559733836	2.581104974	4.562545518	4.978249725	5.040277675	2.586186763	3.768328002
ACP6	1.933391726	1.664216115	3.043522155	1.781110364	0.355051534	0.470560243	1.349930365	1.061117093	0.724103925	1.859399218	1.072831841	0.080549235	0.629269595	1.761678964	0.470962638
ACRBP	0.837366425	0.814510403	0.369226708	2.434870963	0.214209947	0.331458403	3.315458952	1.501807873	0.755491675	0.739905686	0.425761821	0.09142493	2.148132409	1.604861118	0.295739105
ACRV1	0.41422309	0.2114166	0.406260352	0.166558709	0.222239842	0.115021115	0.446497968	0.287328258	0.367752015	0.551412311	0.116417211	0.279108677	0.323594375	0.267802049	0.265035161
ACSBG1	0.105813732	0.107370582	0.091114274	0.15415828	0.141027246	0.070647357	0.065659304	0.097803245	0.056479799	0.126096507	0.090770907	0.099329733	0.249031314	0.085083169	0.059364511
ACSBG2	0.053101908	0.02585871	0.045216558	0.058158368	0.100704465	0.047238848	0.054106377	0.093544842	0.096703277	0.263215321	0.043114013	0.058671804	0.115197047	0.069739133	0.050450633
ACSF2	1.648508071	1.781987912	1.106158385	2.003097035	1.101483141	1.301363357	3.221770328	1.772525241	1.860189156	3.567214554	1.027284772	0.148731314	1.492745307	1.394042619	1.642432645
ACSF3	2.15944137	1.192521528	1.131024389	1.987788955	1.41565057	0.856006588	1.551323837	1.677414941	1.004988565	1.79256481	1.340054655	1.317516302	2.266567975	1.117159519	1.739820137
ACSL1	4.136354985	1.857181254	3.801669824	3.196662483	3.27060384	4.499851286	3.055559179	3.624091616	2.965223737	4.275943897	2.314731832	3.984259975	4.296561749	3.440923326	4.293988382
ACSL3	4.466929972	3.402582683	5.216431088	4.156142023	3.362003931	4.173434475	3.522111227	3.842013184	3.942084656	4.459147756	3.476906252	3.597170667	3.873628231	3.740862175	4.083629242
ACSL4	4.335141492	2.984643429	3.545844134	4.776309342	4.35110623	2.314965305	3.77784717	3.319737736	3.765828266	4.060142722	3.499861005	2.585034587	4.275976144	3.756337843	4.427409716
ACSL5	6.035589656	6.078820241	5.2693811	6.109301883	0.748797584	2.02844224	4.961583146	5.387996514	0.884569231	5.890440237	3.244576103	0.880496451	2.382280232	5.983436952	1.032227568
ACSM1	0.068296716	0.700760235	0.194601383	0.216158345	0.016242352	0.137383504	0.110032245	0.640186377	0.087363743	0.16138429	0.400209536	0.042504646	0.074279526	0.282874341	0.054978932
ACSM3	0.680267093	1.723214132	1.838087469	1.924089135	0.096613354	0.188208731	1.315948052	0.796077932	0.04341603	1.712000125	0.283165411	0.143078775	0.107782624	1.66593752	0.083902071
ACSS1	3.925904244	4.000277684	3.163425673	3.883296007	0.589682378	2.282173442	3.082775178	2.553595574	1.013700109	2.894058654	3.451811873	1.243673444	1.547834622	3.20267714	2.940665576
ACSS2	4.336274148	3.798328705	3.902405429	3.891033239	3.452301019	3.214403689	4.372566088	4.898336312	3.245548137	5.036893221	3.619471714	3.541446419	2.463731546	4.098253736	2.882120408
ACSS3	0.044439114	0.04823846	0.036439999	0.046070953	0.07973449	0.150446824	0.035794998	0.119175835	0.072002283	0.080798467	0.074241587	0.029995898	0.202704888	0.043619732	0.042130003
ACTA1	0.332670971	0.26322359	0.176966191	0.399476083	0.300911022	0.196376582	0.435580239	0.444025084	0.535623506	0.404606334	0.284043885	0.582695251	0.43241357	0.187341419	0.181767523
ACTA2	4.438360689	5.076638106	3.498330686	3.380077165	4.591724544	5.045153342	3.601778281	5.850387692	5.299852798	3.513460424	5.10243064	2.853915612	5.271601131	4.017157811	3.483729499
ACTB	11.44800007	10.87285159	11.35277545	10.58046118	11.43304885	10.63476083	10.39537098	11.21401879	11.25073547	11.10298742	10.6999456	11.64665661	10.44343788	11.40905232	10.75326141
ACTC1	0.179978831	0.108280422	0.073918326	0.096893364	0.967377793	0.503839558	0.11106555	0.994761132	1.299650581	0.128594795	0.166999811	0.090537408	1.528886167	0.098922231	0.20043801
ACTG1	10.79525708	10.4377382	10.14051557	10.55177136	10.38616877	10.12539034	11.22823864	10.57720696	10.39125067	9.451271326	11.28588697	11.22129872	10.36378078	10.25096946	10.06620774
ACTG2	2.07244907	2.691607952	1.385507195	1.531461514	2.734428958	5.124019563	3.014299317	5.685709769	4.562237874	1.709146786	4.874814524	1.876956921	5.268734578	1.430748184	1.697980518
ACTL10	1.299143626	1.545066298	1.414432044	2.43595981	0.920095344	0.800030353	1.991371074	1.420232024	1.955910849	1.833565558	2.344561787	1.39100911	1.027760105	1.007319498	0.863430957
ACTL6A	3.869919977	4.140317276	4.586018786	4.688645999	4.897919132	2.749040025	4.230552194	3.6127155	5.054703094	4.178182079	4.196481903	3.761206741	3.889756315	4.090570163	5.471422506
ACTN1	5.335417122	4.786846818	5.498452349	5.191182345	5.549219386	3.821995336	3.845168374	4.170554598	5.124387736	3.487846501	5.220966235	5.066221937	5.419316541	4.685854383	5.80969426
ACTN4	8.032930871	7.326607117	7.958209644	7.016797373	7.2872907	7.62930533	8.461336501	7.802509893	7.97462164	8.278597267	7.542300796	7.354984227	6.57133963	8.142255649	7.073653329
ACTR10	2.889837108	2.569493839	3.09093351	3.595799599	3.761859839	3.302844156	3.142970141	3.203738852	2.914854911	3.123870549	3.042699642	3.830547848	4.362245417	3.626307661	3.875361421
ACTR1A	4.160093743	4.835115909	3.894952353	4.435567356	4.079023354	4.539463705	4.385561041	5.041720064	4.522998203	4.13018068	5.566691195	5.167117058	4.388146834	4.82558169	4.177962693
ACTR1B	3.956406227	4.729619373	4.35940742	4.147249915	3.427082517	3.175336866	4.341983972	4.092716984	4.721558554	4.41416409	4.163940875	3.402962877	3.604822679	4.614388919	3.905209781
ACTR2	6.347741368	5.952755755	5.686923153	6.16796272	6.590771997	5.540571779	5.956146772	5.961086239	5.999531813	5.875635628	6.098095285	6.151472041	5.708629099	6.235251076	6.052753638
ACTR3	5.011603666	4.397450305	4.81945396	4.289407768	5.313004425	4.928947352	4.172598183	4.61493793	5.163530675	4.823423164	4.669973228	5.220811664	4.601399224	5.097946569	5.331690294
ACTR3B	0.748399398	1.252529985	1.300721087	1.47193663	0.742176779	0.447615523	0.941424676	1.588877935	1.119513731	1.955533391	0.777044317	0.539663969	1.025180575	1.197557999	0.807163001
ACTR3C	0.661489294	0.867210303	0.77696083	1.424462255	0.777799234	0.559945928	1.169572819	0.516943644	0.381698598	0.781483781	0.364867597	0.174349478	0.325475042	0.738317008	0.501867701
ACTR5	2.458368384	2.502441845	3.079676813	3.079440141	2.681548897	1.760703523	2.312802288	2.10964816	2.477924364	4.198405371	2.342588628	2.788055578	2.357984476	2.687828309	2.304248728
ACTR6	2.310463325	2.067440573	2.178680899	2.058075959	2.63429025	1.939046402	2.522452932	2.168506121	3.168442554	2.317897216	2.030927232	2.273452177	2.832291182	1.938657326	2.777232575
ACTR8	2.513267898	2.233966839	2.815576659	2.693495485	1.74660965	2.23680051	2.598608269	2.311128252	1.720635964	2.419098111	2.730700075	2.038108	1.911003808	1.634755334	2.138740627
ACTRT3	0.756348048	1.228480529	0.989319825	0.803874974	1.490752424	0.636985684	1.647216327	0.577884607	1.004065008	0.678873742	0.6856688	0.598153321	0.853591672	0.930702902	1.495091441
ACVR1	3.50241363	3.445364249	3.873602834	3.736775625	4.150157129	2.078440665	3.953320442	3.017741051	3.552833308	3.21439045	3.505955895	2.672445972	3.969202528	3.885016164	4.612430389
ACVR1B	4.138790774	3.819335278	4.235469299	3.661211454	2.923845363	3.343774421	4.714331771	3.579790879	2.887427616	3.550326853	4.117674777	3.627645692	3.056988439	4.634209561	3.488396575
ACVR1C	0.411166547	0.830520047	1.674519618	0.600174517	1.675952712	0.120810789	0.431932821	0.343990303	0.898510735	0.893616876	0.083230248	0.13491359	1.779982311	0.793586079	1.776903761
ACVR2A	1.650555782	1.478414923	2.108479681	2.185602879	1.3689663	1.7833066	1.752887757	1.655666544	0.929429904	2.308782527	2.247352805	1.157018611	1.667159232	2.199570195	1.724452194
ACVR2B	0.84651064	0.732278779	1.26880474	0.748089498	0.55518425	0.476475534	0.691850611	1.305887097	0.55912968	1.113398597	1.216548608	0.844836017	0.839137014	0.698417242	1.02645211
ACVRL1	2.301367641	2.451599545	1.097311399	1.337373753	1.425170091	0.91498786	1.801316273	2.120889048	1.617519945	1.362416404	1.265374426	0.855226427	1.605618623	1.985149174	1.132678435
ACY1	1.146365595	1.66494326	1.857740474	1.896576985	0.567117498	0.48713594	2.202182063	2.179584605	0.833513181	2.092983926	1.461665799	1.164317053	1.054814126	1.701877691	0.544292679
ACY3	1.948632568	2.642980622	2.768838081	4.743136706	0.685655945	0.145232875	2.975052907	3.833158266	0.364263485	3.246606855	0.928020892	0.150632466	0.881837059	1.426764776	1.342302952
ACYP1	2.069297614	1.869797297	2.885913157	2.977437627	2.592650366	1.65825413	1.864324207	2.81442758	2.603742098	2.463048497	1.383657769	2.882174926	2.838382677	2.802105465	2.916150964
ACYP2	1.171012157	1.131293984	0.637067497	0.984765478	1.292391802	1.064160251	1.175878279	1.266543212	2.371057071	0.968124599	1.478108932	0.409876106	1.376181365	1.072437315	1.007889652
ADA	3.507630939	1.886491316	1.358882822	1.350663399	3.451345159	1.588544924	1.890770598	2.000062589	3.960126514	3.380273599	3.771166325	2.632778063	2.815512318	1.4429816	2.708616299
ADAL	1.12122242	1.433384172	0.654122464	1.224559894	1.377074497	0.819257889	1.39128115	1.23851816	1.349898415	1.317830584	0.812185795	0.053156133	0.993054944	1.144907122	1.238415713
ADAM10	2.993194364	3.758893764	3.276038712	3.365286916	4.163995695	2.591125122	4.059566905	3.082266329	3.224259907	3.255641607	2.959515379	2.743911859	3.298660425	3.609453106	2.954329114
ADAM11	0.090323863	0.20691578	0.183313227	0.175959639	0.125466572	0.276997167	0.131460281	0.248846159	0.07482029	0.274291379	0.153213537	0.059344227	0.239036654	0.133753939	0.065929736
ADAM12	1.281984959	1.563130324	0.412985959	0.56029304	2.249089478	0.322138853	0.238485062	0.491521499	1.244494397	0.244704447	0.328491994	1.205353973	3.071540878	0.786368836	1.992057292
ADAM15	4.956352979	4.718540746	4.892189147	4.811521903	4.955832414	4.947259011	5.476857444	5.401670012	5.885369894	5.117157325	5.708303923	4.934487728	4.444678793	5.190598248	3.711750888
ADAM17	3.02031834	2.586046852	2.684244252	2.720181322	3.750932382	2.419071564	2.241650577	2.504576863	3.607326552	2.766794728	4.107299475	2.761113535	2.838804017	2.841830067	4.381325698
ADAM19	3.123793715	1.581229562	0.747624426	1.432060668	2.163337492	1.500214821	1.466100444	2.559625387	0.996061663	1.385132623	1.806914502	0.628535052	3.048248717	1.588346886	2.02769819
ADAM22	0.155868129	0.600404294	0.622721929	0.157274731	0.050366374	0.108442504	0.365818306	0.561025963	0.185391534	0.847493412	0.118647963	0.016821821	0.151248038	0.259330276	0.255568839
ADAM23	0.465583316	0.120856022	0.069531708	0.158903124	0.845169618	2.665512785	0.202973785	1.007857562	2.284091345	0.358676977	0.487174395	0.053638846	0.969442701	0.100528876	4.758138893
ADAM28	2.138528794	2.818045992	2.39227077	2.603702833	0.129422331	0.255637127	1.778499619	2.897872038	2.768143458	0.298834485	0.848123848	0.081531909	0.575561657	3.55065899	0.543953232
ADAM32	0.119172761	0.081807989	0.086670785	0.81328425	0.119424119	0.029363565	0.088401927	0.097943414	0.196264971	0.197370043	0.104590399	0.097339169	0.098255679	0.068413868	0.096046014
ADAM33	0.104307846	0.176790209	0.084900439	0.168301281	0.447862792	0.679692043	0.28402384	1.031729062	0.153992984	0.332807791	0.766391865	0.151024693	0.801135528	0.129690557	0.552301138
ADAM8	3.462662744	2.745143416	2.119161695	2.439005538	3.09678629	0.858940433	1.949004422	2.981348396	1.828961053	1.092974095	3.447219449	2.244415378	3.388314389	3.512999991	1.62780954
ADAM9	6.118647359	5.569303253	5.319900085	6.920298176	4.732991166	3.951640519	5.780665343	4.945398325	3.262863629	4.692189361	4.286826923	4.604958593	4.728971845	5.724546165	5.25898931
ADAMDEC1	2.179925649	1.016365626	0.449026722	0.880242007	0.361131362	0.844250865	0.367156118	2.201347799	0.365055512	1.003769312	1.119242704	0.098178861	3.073455882	1.02882425	0.873828033
ADAMTS1	2.404470371	2.740751653	1.24747838	1.824697115	1.845633004	1.070219458	2.916760219	3.479589643	2.241905914	1.654214328	2.645169208	1.057766174	2.475139531	1.778588673	2.466454105
ADAMTS10	0.466507964	0.996200678	0.322119329	0.454901414	0.903156026	0.552618638	0.369471223	0.982757872	0.554623762	0.672687803	0.515874098	0.293706658	1.039182403	0.478641751	0.42880667
ADAMTS12	1.096064647	1.474459002	0.493438327	0.699163561	2.804012225	0.110752236	0.2640636	0.40353141	0.716391815	0.901310153	0.29786887	1.095529676	3.286098493	0.79144375	1.35692371
ADAMTS13	0.797817756	1.507704148	0.269134146	1.243999084	0.320390446	0.382413696	0.602370207	0.892407101	0.2989662	1.174659298	0.197303882	0.067121146	1.71867886	0.932019185	0.409507805
ADAMTS14	1.339241641	1.253563811	0.591515411	1.02666294	1.779346902	0.564680757	0.68014004	3.388984943	0.250864822	1.326958639	0.226248872	0.81804783	2.984730767	0.730822806	1.117994998
ADAMTS15	1.123916318	0.627658318	0.593999732	1.059261446	1.688482251	0.272996314	0.286336289	2.38455779	0.642265827	0.2047315	0.556842237	0.035933465	0.675516279	2.021041632	2.08328297
ADAMTS16	0.043374349	0.114948789	0.035564538	0.080199243	0.087915824	0.025188137	0.049245002	0.149780565	0.246059507	0.1829929	0.086011045	0.017496276	0.182833649	0.084494267	0.108339331
ADAMTS17	0.214652205	0.057754432	0.048275698	2.001602001	0.630589207	1.037318642	0.705396416	0.502972913	0.641501182	0.112645357	0.57858356	0.297647707	0.527778278	0.587881303	0.146516281
ADAMTS2	2.159401038	1.858371181	1.109699674	1.152167268	3.669380424	0.60917766	0.69741391	2.002007675	1.52159699	1.867767848	1.224110718	1.680575703	4.261599941	1.772308952	3.148534372
ADAMTS3	0.298044322	0.369143564	0.042123875	0.177798001	0.109668528	0.061512435	0.096405727	0.213808021	0.375318177	0.135556222	0.059833066	0.027938712	0.296071832	0.149594078	1.24391065
ADAMTS4	2.555891294	3.394320005	0.704971512	1.270254516	3.066646192	0.169090972	1.950770855	1.845278909	1.212947658	1.20436021	1.135041149	0.686320279	1.756843836	1.372001563	1.06347315
ADAMTS5	0.943531855	1.344397936	0.632939777	0.820321777	0.751186617	0.11585712	0.691449676	0.668379824	0.771911708	0.573183023	0.304255113	0.120209543	0.781063103	0.580652202	0.151639752
ADAMTS6	0.713169031	0.327330231	1.453085341	0.248636197	0.479853344	0.104335174	0.247700255	0.5807662	0.329156965	0.436566745	0.388697077	0.347345261	0.649448173	0.294335334	0.39222951
ADAMTS7	1.765468092	2.453533623	0.824882804	0.907264471	0.860595047	0.478541587	1.335957477	1.902366503	0.663130501	1.176441746	0.716594419	0.555936675	1.478059765	1.422264561	1.213272872
ADAMTS8	0.70559823	0.207105744	0.045934844	0.368152165	0.193750929	0.380582322	0.386403369	0.600456523	1.054156501	0.257966497	0.356136566	0.040498383	0.640580769	0.086796156	0.519997507
ADAMTS9	2.527790933	2.741260756	1.110285907	1.424239298	0.988475819	0.248537223	1.274076916	1.768041211	1.021957746	1.56801782	0.490249257	0.319423838	0.75536936	1.306202949	0.509895054
ADAMTSL1	0.148846864	0.151531472	0.064002253	0.107435615	0.196100656	0.176050403	0.195934024	0.48671486	0.340807568	0.215419923	0.205990288	0.041701517	0.265642082	0.055032207	0.088818486
ADAMTSL2	1.491092967	2.122217934	1.245738086	0.594440359	1.41951695	0.631812822	0.919189988	1.237387952	1.060577067	0.988524385	0.851895004	0.718494668	1.099205047	1.686519174	0.901449188
ADAMTSL3	0.158584016	0.301755139	0.053117642	0.09588538	0.14328727	0.180046362	0.133553066	0.389989638	0.140899998	0.265003108	0.201739909	0.014737601	0.344328452	0.232691215	0.022909909
ADAMTSL4	2.324625108	1.561704048	1.951025966	1.294538848	1.75786485	4.549496064	3.237045943	2.666557934	1.216355321	1.751807076	3.199780463	5.20108478	2.879134726	1.239540913	1.316786974
ADAMTSL5	2.331756963	1.97973266	1.777663072	2.948756713	2.512145862	2.798407301	2.53360804	2.430743388	0.622690518	2.14871461	3.758292446	3.565354893	2.379382483	1.94583557	1.732361164
ADAP1	4.135668621	3.262828451	3.133564737	3.794702408	0.739822421	0.756207022	2.597146283	3.11580125	0.597788608	4.363136467	0.934483204	0.381201103	0.920164607	3.079526044	1.235669845
ADAP2	1.719475274	2.078982486	2.70086608	0.651333223	2.932434812	1.68351193	1.807550138	1.553961218	3.374016843	1.638943981	2.879238232	4.482713336	2.67455568	0.871218762	1.322975227
ADAR	5.753248646	5.695936613	6.210883054	5.601659238	5.785312899	5.067251108	6.108771856	5.857822792	5.139791381	6.733713645	6.202560445	4.786290328	5.239734042	5.959423964	6.439514129
ADARB1	1.074609928	1.334442476	1.4447526	0.707923973	2.589336552	0.739199002	0.813226942	1.407554468	1.000708123	1.542506296	1.440414403	1.111270913	2.323328869	0.97961061	0.668335773
ADARB2	0.05487775	0.035490805	0.001672405	0.064010154	0.043931231	0.095932279	0.009826775	0.177044095	0.945822526	0.107525958	0.054751632	0.040652853	0.076570972	0.042865478	0.210385161
ADAT1	2.993716952	3.304511527	2.657964419	3.163892929	2.518939244	1.682476771	2.794312593	2.710356754	2.295343742	3.645191691	2.492013156	2.312523344	3.093689775	2.277714668	3.082423466
ADAT2	1.983831918	2.16314899	1.398693383	2.71378968	1.348437972	0.969275126	1.316414253	1.118418073	1.08400617	2.454328298	1.870765069	2.084174807	1.612477188	1.55457912	1.014083825
ADAT3	1.746475167	2.122773851	2.157499673	2.230725131	2.080887645	1.998309143	2.163395292	3.168970883	1.138681379	2.248408767	3.382208048	2.544777881	1.877628194	2.6537638	1.804319951
ADCK1	1.211825495	1.56578433	1.724589456	2.188719455	1.495580992	1.030166537	1.299677785	2.008312494	1.224721276	2.365738812	0.725401069	0.963379512	1.544878421	1.756296942	1.368193062
ADCK2	3.11180931	3.563713464	3.3857222	3.152910907	2.722018792	3.183050299	2.313611837	3.575490731	4.333460537	4.097258003	3.776033177	3.459414665	3.343881945	3.205668827	2.407879163
ADCK5	1.917328981	3.448533029	2.930963085	3.472841344	2.749700496	2.243859687	2.60804555	2.599815303	3.023276372	2.228910541	2.368819817	2.626692383	3.398611955	2.000671226	1.561803342
ADCY1	0.212520598	0.394226098	0.100439972	0.099571309	0.116479504	0.134247804	0.21877388	0.256248154	0.264126138	0.162839313	0.203056152	0.018191733	0.162967664	0.165650737	0.267343519
ADCY10	0.039180137	0.043294913	0.053444951	0.041799177	0.096037229	0.03726317	0.095283183	0.061959381	0.339351461	0.173100732	0.008168011	0.02665057	0.135977016	0.075370469	0.335243203
ADCY2	0.009780329	0.024407783	0.009996186	0.018961784	0.066197202	0.022475739	0.031184163	0.058930387	0.153693139	0.027685843	0.021816377	0.003526484	0.318441413	0.008999865	0.012786536
