Ensembl_ID	TCGA-BR-8680-01A	TCGA-IN-A7NR-01A	TCGA-CG-4440-01A	TCGA-R5-A7ZI-01A	TCGA-CG-4462-01A	TCGA-R5-A7O7-01A	TCGA-VQ-A8DZ-01A	TCGA-CG-5719-01A	TCGA-VQ-A8PQ-01A	TCGA-IN-7808-01A	TCGA-D7-A748-01A	TCGA-CG-4460-01A	TCGA-CG-4306-01A	TCGA-VQ-A8PJ-01A	TCGA-R5-A7ZF-01A	TCGA-CG-5724-01A	TCGA-CG-4465-01A	TCGA-BR-7957-01A	TCGA-BR-7196-01A	TCGA-CG-4301-01A	TCGA-CG-5722-01A	TCGA-BR-8289-01A	TCGA-CG-5716-01A	TCGA-CD-8529-01A
TXK	0.234218065	0.840567154	0.491079686	0.53918751	0.454766927	0.297024541	0.283230889	0.213963611	2.857360143	1.929007753	0.40739399	0.455609559	0.300893641	0.547807088	0.43965622	0.281931252	0.596572169	0.230983807	0.410110087	1.205550585	0.977229072	0.245466927	0.475324799	0.41527342
TXLNA	3.755096871	3.548135725	3.883712909	3.962491539	4.017505339	3.406146398	3.141901754	3.573908361	3.764152968	3.818093321	2.895945819	3.844357319	3.955980533	3.215313501	3.470429156	3.449472942	3.600930201	4.344930373	4.056171579	3.157735057	4.221169392	3.69776524	4.289788747	3.900769365
TXLNB	0.084481222	0.530954879	0.049427362	0.130835476	0.817015693	0.224137604	0.207905128	0.453559646	1.134752821	0.866376162	0.285152022	0.101990826	0.225302007	0.058167601	0.093310875	0.036909019	0.191300877	0.915254302	0.607963272	0.189376576	0.252896942	0.182420601	0.394980208	0.60944409
TXLNG	3.37356643	2.795012762	3.669632932	3.222086787	3.159145463	2.744804441	2.516024792	2.099203393	3.395666792	2.427421289	2.206823598	3.225828079	3.54974239	3.403698088	4.08015227	2.561966129	4.137747722	4.069625092	2.547459294	3.691136204	2.543722154	3.370437015	2.2999213	2.632148954
TXN	8.69544084	7.976072175	8.565208338	8.783832655	6.853854921	7.943063103	7.535916045	7.456119409	6.387970246	7.868559677	7.105963036	6.410855014	7.914750576	6.776966797	9.333359882	8.140346298	8.117522708	7.978881783	6.982200326	7.785462299	7.157620311	7.970654542	7.516830161	7.205699196
TXN2	4.936780819	5.365365676	5.134110953	6.13282143	4.418260889	5.286585395	5.205196885	5.207274757	4.305133185	4.909979002	4.993431345	4.257373017	4.910703312	5.444549401	4.970174805	4.906105033	4.955574403	4.737840738	4.69046212	4.401200313	4.79506656	4.994549831	5.543703287	4.973800483
TXNDC11	3.411740972	3.66986916	4.026525538	3.886506377	4.03388307	3.726734404	3.88616597	3.872689053	3.877942464	4.557718855	3.597499733	4.67004437	4.129731913	4.254426658	3.41304103	2.926052223	4.066289892	3.46775591	4.604513996	4.060003568	4.150716636	3.574458677	5.131622984	4.995037925
TXNDC12	5.248278933	4.493797845	5.299217874	3.650196492	4.888408757	4.960924579	4.608486311	4.520316128	4.108791753	4.769596671	4.641761881	4.829911524	5.407309979	4.756405971	5.442634198	4.607726041	5.025081119	4.134664555	4.865934127	4.612674609	4.567676816	4.601066589	4.463417064	4.912486131
TXNDC15	2.629202326	2.356017123	1.967808607	2.614627523	3.41904441	2.830344866	2.185377801	3.425008969	3.215979585	3.126625427	3.41026409	2.768660659	3.184509266	2.406706016	2.478630019	2.190622095	2.755845031	3.569380938	3.652511125	2.767241936	3.156247305	2.941543212	3.191176757	3.602458849
TXNDC16	1.852307213	1.73841164	1.090122379	0.709948422	1.890615728	1.188401409	1.170487812	1.416340006	1.881281921	2.573065233	1.624416849	2.67096004	2.522305919	1.821033103	1.484492634	0.757304698	2.094389927	2.315714954	2.024055798	2.28168541	2.332395067	2.584582467	1.49493518	1.76910018
TXNDC17	4.036376575	4.133788136	3.972366931	4.495641929	3.168350085	4.210610446	3.950945601	2.784190565	2.244807407	3.067730576	4.339068225	3.864668019	4.426329008	3.934771008	4.064172011	4.177749194	4.249071381	3.231722965	2.645526489	3.731155453	4.194089427	2.232247147	3.823750692	2.811764291
TXNDC5	1.59858926	2.293070524	2.307691399	1.433829439	2.192798865	1.64616437	2.363977912	2.478458022	1.748184956	2.43671211	2.410393566	2.827163444	2.398195448	1.549702229	2.391868661	2.876736369	1.801610516	3.356067984	3.187165931	1.390612706	3.637578668	2.705812271	4.215175538	4.129847292
TXNDC9	3.519436825	3.525236868	3.544211143	3.211307609	3.351627834	3.451815251	3.52187816	3.423434468	3.342237348	3.423973473	3.480629354	3.583632469	3.584403403	3.253690668	4.132279999	3.774190033	3.69235758	3.353662872	3.267818111	4.373427484	3.394704847	3.691338232	3.607905241	2.926916668
TXNIP	5.560432919	6.395714947	6.089478594	5.901107303	7.918785089	3.906262778	5.343123803	7.111620142	9.54281874	8.892027487	7.695613959	7.064701585	7.625522547	5.594596348	4.889187702	4.854562001	7.511525202	8.099800136	7.837583765	7.703816086	6.88472535	6.704873064	6.764266013	7.136263998
TXNL1	2.42417671	2.878655521	2.442241755	3.424025661	2.691271667	2.344234616	3.181831576	2.476530699	2.265458837	2.021793456	2.885796554	3.052340129	3.43226026	2.859275234	2.083534932	2.726428378	3.238071259	2.221906865	2.42464447	2.789357661	3.015484683	2.004121644	2.753706535	2.223159916
TXNL4A	3.224630374	3.58864	2.830967295	4.613884812	2.8902019	3.421956617	4.897678277	3.052931494	2.612931341	3.407288457	3.307420982	3.179335206	3.589838325	3.549792587	3.495546829	3.842280182	3.254083035	2.708997004	2.807914786	2.64476851	3.912597794	2.660457871	3.602905671	3.491932322
