Ensembl_ID	TCGA-BR-8680-01A	TCGA-IN-A7NR-01A	TCGA-CG-4440-01A	TCGA-R5-A7ZI-01A	TCGA-CG-4462-01A	TCGA-R5-A7O7-01A	TCGA-VQ-A8DZ-01A	TCGA-CG-5719-01A	TCGA-VQ-A8PQ-01A	TCGA-IN-7808-01A	TCGA-D7-A748-01A	TCGA-CG-4460-01A	TCGA-CG-4306-01A	TCGA-VQ-A8PJ-01A	TCGA-R5-A7ZF-01A	TCGA-CG-5724-01A	TCGA-CG-4465-01A	TCGA-BR-7957-01A	TCGA-BR-7196-01A	TCGA-CG-4301-01A	TCGA-CG-5722-01A	TCGA-BR-8289-01A	TCGA-CG-5716-01A	TCGA-CD-8529-01A
CHRD	0.487768211	0.602561126	0.952895042	0.75938745	1.555082213	0.711618958	0.756972493	1.726307668	1.075909757	0.998401161	1.321589244	0.874761813	0.567634934	0.32600523	0.267198883	0.555161497	0.480767483	2.214952583	2.050674574	0.587401068	0.666690463	1.508439416	0.635617134	1.357156182
CHRDL2	0.771465604	2.617715463	1.757088767	5.373611802	4.44058261	2.509792387	3.077162649	3.636806865	1.571466152	0.32273827	0.680118119	2.129455197	1.561671366	1.168696637	0.1894072	0.70453296	1.395093752	6.736460117	5.25713396	1.445660916	4.511481573	3.761401033	2.400342611	3.559847913
CHRM3	2.278518893	0.784006186	0.608276981	0.946336078	0.791221504	0.470292687	1.574978533	0.715272774	0.692667297	3.082730495	0.551330126	2.188480947	0.910228154	1.298635125	1.299488175	0.042693557	1.128348763	0.977729628	0.663629676	1.251754197	0.102197478	0.706155507	1.200146464	0.74045451
CHRNA10	0.939533627	0.225629178	0.405001581	0.661818547	0.417521343	0.566096668	0.292430038	0.160074395	0.756157451	0.621274802	0.137227574	0.308602104	0.339579895	0.837587841	0.242519639	0.121545597	0.135421321	0.336160962	0.473569361	0.407661118	0.473874232	0.494657114	0.239739221	0.207718116
CHRNA3	0.260463669	0.054378963	0.055744197	0.275911616	0.068275964	0.064095576	0.208525463	0.72160021	0.393670563	0.325015567	0.094814578	1.168232218	0.213827998	0.072588636	0.134972943	0.054300425	0.102262409	2.242918493	0.595581787	0.262407013	0.129273078	1.21127881	0.097502662	1.527488661
CHRNA5	1.589191878	0.970762349	1.059182909	0.363374764	0.368911456	1.172954981	1.285917362	2.262238359	1.010115326	0.266740963	0.976617597	1.63657411	1.832623372	1.143920521	1.852021867	1.617422184	0.851030974	0.881100125	0.89299585	1.782369147	0.326346538	0.828759798	0.986154003	0.759765986
CHRNA7	0.068694544	0.371422415	0.01169456	0.097163272	0.207239675	0.255766977	0.133444107	0.648264841	0.758823302	0.611484533	0.230307094	0.443571689	0.10249687	0.276632353	0.228514435	0.049444663	2.679204576	0.91191181	0.391204142	0.538195137	1.078541192	0.282052779	0.353154987	0.785372525
CHRNB1	2.123857172	0.754512585	0.402294092	0.511272857	1.017898507	1.053183434	1.437696387	0.6360786	1.186477086	1.158502339	0.795130577	2.666826071	0.79115711	1.29400575	1.513083575	2.440611896	1.118200996	0.858952515	0.86332174	0.749031072	1.130699614	0.868376793	0.810834753	0.873077347
CHRNE	0.21765161	0.096672742	0.320512428	0.55482174	0.602540502	0.42387169	0.198097996	0.411723128	0.27628048	0.633077161	0.39682812	0.453266058	0.420225907	0.246352703	0.142852322	0.178217167	0.131487602	0.551384608	0.45902141	0.226102003	0.572893382	0.792032026	0.305076369	1.32217338
CHST1	0.424834256	0.694528439	0.869938159	1.035003353	1.914439446	1.898474874	1.796091052	2.969761802	2.476163363	1.169983174	2.828523231	0.46914041	0.867902321	1.355242034	1.510691396	1.875570119	0.896429077	2.818961983	2.790086514	1.348265827	1.677366471	1.703021979	1.082419437	2.254307757
CHST10	0.326950257	0.947116568	0.290571733	0.511217034	1.207078984	0.658945511	1.455995746	1.36583524	1.037841926	0.881482694	0.976609082	1.3359359	0.660616627	1.141156392	1.501713041	0.324853796	0.566104521	1.348473214	1.184002725	1.782054176	0.816614538	1.922754657	0.956445454	1.540677535
CHST11	0.892259547	2.439996296	2.219642012	1.981661846	3.384612447	1.934760526	2.047586544	2.737799933	3.194894187	2.89422675	3.239185311	1.530673551	2.307009429	1.379769184	1.878166863	3.848321881	2.70745166	2.725436847	2.939700102	2.842447597	2.597198702	2.427017852	2.135517327	3.262903366
CHST12	1.114374717	1.03077251	0.879826638	1.55629287	1.160495761	1.543661807	1.853348471	1.606859854	1.863955271	2.126181815	1.466996135	1.239240027	0.890149946	1.239745422	1.490635245	1.520073326	0.636973939	1.392248563	1.692740639	0.736557265	1.80605357	2.193973182	1.396814921	1.876427507
CHST14	2.875868358	2.338733685	1.686658933	2.460805959	2.94163452	2.622554373	3.534472826	3.318254835	3.250123303	3.251001905	3.015546449	2.755874582	2.035902698	2.614458567	2.24896089	2.595053296	1.701539431	2.996154289	3.1551725	2.359987851	2.97978213	2.629769305	2.191314443	2.886501821
CHST15	1.308243182	2.160249903	2.8486614	1.41141883	3.909128912	1.831769226	1.842931958	3.008552721	3.38362482	3.244278216	3.013387765	2.604971362	2.900012556	1.253896926	2.302816075	2.809290898	2.411259775	4.003135818	3.509423952	2.460521691	3.23004476	1.947715002	3.110813815	2.940805809
CHST2	0.519231639	0.870962228	0.822248654	2.823441982	2.752371186	1.921200739	1.505822868	3.003939728	2.82432901	2.601521617	2.002930857	1.654545288	1.81724726	1.632197965	0.841502593	1.090048527	1.003805511	2.123124458	3.010583459	1.256939909	2.578167827	2.47586445	3.217060018	2.996297169
CHST3	2.393044372	1.541230003	1.549866316	0.786783116	2.625474731	1.652127829	1.934177854	2.244050279	1.75981765	0.757848731	1.711713112	1.750281538	1.154857895	1.604047577	0.623226294	4.360014097	1.181094997	3.077268607	2.689435751	2.631739276	1.93492233	3.028639828	1.849407333	2.903422287
CHST6	0.192289431	0.381360816	0.177783344	0.109767454	0.456283678	0.966618198	0.492981452	0.844674664	0.191704088	0.271815945	0.460293	0.562826537	0.855187288	0.398464149	0.212938364	0.606199659	1.218773971	1.291259499	0.222979422	0.22842892	0.120181098	0.608495956	0.214101695	1.961513303
CHST7	2.435085586	0.955725226	0.733704137	1.777228763	2.396708374	0.994931349	1.476691892	2.047925046	2.151397031	1.623903003	1.257305896	1.093186941	0.975076252	0.962062482	0.554204664	1.327146489	0.920678992	2.365131885	2.847458543	1.437477652	1.480640524	2.367107518	1.507746429	2.099478507
CHSY1	2.986584754	2.540729245	3.484302907	1.958489959	4.751849247	3.424340194	3.310936023	3.153392534	3.395287169	2.968537235	2.908153953	2.923495223	3.762722477	2.966178247	2.391172698	2.939655023	3.456890391	3.905235611	4.630009958	3.510162778	2.982062981	2.497417491	2.4505458	4.154109932
CHSY3	0.56445815	0.301463081	1.680170805	0.226524434	1.765565048	0.534977576	1.470193204	1.499448164	1.160509296	0.40351561	1.617549517	0.817740036	0.847412566	0.650848238	0.553548332	0.660042319	1.293103748	2.045372709	1.642435798	1.199436886	0.552927882	0.74025026	0.33924047	1.394978167
CHTF18	2.729225846	1.10599016	2.017485225	1.678588873	0.791186361	2.189508225	2.312370952	1.537699459	1.849607646	2.135793436	0.687914707	1.884571309	1.735982829	2.328928876	1.883761533	2.580139355	1.30430034	1.921953005	2.548367255	0.965347489	2.268920665	2.482839458	2.483277758	2.323293984
CHTF8	5.147532245	4.905571864	4.84404187	4.401683635	4.774683903	4.506136864	4.809497016	5.155568422	4.520576214	4.175000643	4.226224739	4.706432523	4.675465858	4.495371179	5.009464206	4.825126422	5.234765471	4.981784295	4.70477867	4.525812048	4.919983064	5.601709058	4.868817683	5.200013049
CHTOP	4.261425666	3.444109416	4.002070889	3.195206608	3.350345693	3.346524561	3.886413624	3.355730955	3.945363536	4.420527286	2.958073533	4.410890478	3.780012451	4.355113582	3.322885702	3.51020015	3.72203939	3.286725814	3.459205962	3.425638233	4.222375869	3.978447033	3.522505178	3.822396636
CHUK	2.518451411	1.79502227	2.840357079	2.476683446	2.55718074	2.318764177	2.026325636	1.928675287	2.535651207	1.925974554	1.962235448	2.790132329	3.130478111	2.585244315	2.892948676	2.141103657	3.244517268	2.529582755	2.382335689	3.007945922	1.718420398	2.905788384	2.627068711	2.041821449
CHURC1	2.980010631	3.230020311	2.999382069	2.729199945	3.599269935	2.612119156	3.071531212	2.783264424	3.925977871	3.041734777	2.969588421	3.254864109	3.370273491	2.509050652	3.349343659	2.473055833	3.249557684	3.298563024	3.319327378	4.02902123	2.515096225	3.555902729	2.69664495	3.048475696
CIAO1	4.505055929	3.7215496	4.623460414	4.093328236	3.940986384	3.85500643	4.12744635	3.832264292	4.385042003	3.871033245	3.500569734	4.442565982	4.273007369	3.780654519	4.733728925	4.276208563	4.201706108	4.170828489	4.33172418	4.075184708	4.062572405	4.366202477	4.057334869	3.938303584
CIAPIN1	3.777483227	3.208119047	4.607231572	3.72367685	3.663551916	3.699158526	3.689474924	3.849744122	3.385213888	3.112488596	2.774418334	4.484657988	4.312225456	3.781047909	4.37552826	3.582480353	4.058698972	3.47328377	3.494601018	3.817513545	4.278397617	3.935683889	4.080065939	3.564074648
CIART	0.330766733	1.422391021	1.175755088	0.96797218	0.301578877	1.439849091	0.913122252	0.967833821	0.708748053	0.231032281	0.660182537	2.118338591	0.589766873	1.265275716	0.836013439	2.02054214	0.321084423	0.466191207	0.706916933	1.489621172	0.610028081	2.657803584	0.701443917	1.242637494
CIB1	6.400089138	6.802147961	7.017169516	6.935902877	5.853209314	7.641944455	7.25115006	6.839819988	5.967073528	6.393580774	7.113432184	5.697631435	6.578226123	6.471093902	6.666549961	7.464977694	6.856014207	5.818583644	5.70092763	6.093138767	6.485278431	5.618740722	6.555900862	7.061649226
CIB2	1.806238202	2.508675023	1.148828173	0.699517516	1.090773119	1.816310918	3.91649746	2.119030053	1.602507691	1.732103375	2.093542351	3.407786557	0.982234908	2.22541019	2.577746437	2.778070551	2.888815677	1.733137394	1.182419029	0.900617333	1.466300879	2.736936285	2.192435513	2.126953227
CIC	3.851082303	3.863246248	4.04610429	3.181812842	3.82417364	2.731052886	3.465344541	4.329378578	4.922247095	4.18388643	2.992881789	3.521525782	3.28300948	3.952407618	2.848973098	3.343644733	2.806541226	4.181976367	4.385898336	2.90284952	3.790361673	3.528519559	4.13105705	4.071167988
CIITA	0.315307627	1.145680289	1.10405561	3.95969695	2.674377572	1.346168397	1.155941968	1.45184378	4.439786409	4.149806167	1.746641911	1.037166751	1.593703075	0.53401999	2.51896927	1.649534688	1.408231032	1.51187414	3.055640239	1.393582686	4.033260015	0.833426181	1.987224683	3.246985088
CINP	2.666413796	2.311637748	3.451658491	2.873178661	2.286834548	2.469056277	2.796262599	2.67330157	2.076220836	2.013797802	1.951179306	2.53433994	2.766577133	2.298347521	3.485475476	3.096724005	2.642094676	2.151155599	2.236086644	2.418876494	2.360376006	2.325612989	2.620501478	2.193577916
CIPC	2.624847211	2.615506406	2.876920604	1.536628872	2.419774691	2.152012604	2.251988332	2.17502702	2.283919613	2.381876806	2.23419134	2.928462544	2.678718208	2.392318466	3.308973385	2.013647219	2.679741287	3.180647175	2.37013227	2.737638553	1.948808251	3.007408588	2.164318731	2.72352629
CIR1	4.384699463	3.248149668	3.155042132	3.123300583	3.380104131	2.997579701	3.51413659	3.426673913	3.639481695	4.479727724	3.28677368	3.527171978	4.017203862	3.205882091	3.140891003	2.658685017	3.700708157	2.983342517	3.671526494	3.993851113	3.245366298	3.436332015	3.166867504	3.535178618
CIRBP	3.869215363	3.997736817	2.739206058	3.769500602	3.896168854	3.547322627	3.468586188	4.060894189	4.479177643	5.152960826	3.505428825	3.854215745	3.985890038	3.678478253	3.396623244	4.012261584	3.356548482	3.770102902	4.348374448	4.046444663	4.885036528	4.124870008	4.166303121	3.925629989
CISD1	3.049185858	3.036906317	3.694575906	3.336872946	2.971135545	3.779167689	3.49253414	3.205140026	2.770255573	2.775528512	3.520998775	3.865679286	4.200552386	2.850305124	4.262624698	3.180575171	4.240794408	3.333678866	2.59068072	3.521043197	2.547635203	3.872271767	3.093104103	2.966749055
CISD2	4.297179954	3.555746333	3.599890937	3.851129951	3.53814853	3.753053537	3.602357298	3.601700008	3.129451086	3.239975108	3.985206729	3.63780846	4.092579565	3.450476553	4.203966644	3.859597018	3.871393694	2.871991325	3.762352146	3.579378767	4.119195847	3.321879396	3.865135453	3.863625506
CISD3	3.930029723	3.695922537	4.381507739	4.101465777	2.91592268	4.198106162	4.636363178	4.70649287	2.812055652	2.601119887	3.522745172	3.01323714	3.950305742	4.242807492	4.868471834	5.360136919	4.190219027	2.636949363	3.757941263	3.081511653	4.991152311	4.161512884	4.607066496	3.870148233
CISH	2.379378395	1.745948673	3.403003378	1.340466014	2.365335018	1.104598144	1.892845715	1.497036255	2.273921439	2.064495328	2.275377937	1.710654213	2.036144547	1.38304649	1.535161244	1.975137726	2.515049287	1.942685752	2.39933488	1.771689065	2.420494204	1.635962521	2.088935052	2.465369025
CIT	2.606379721	1.493547659	1.975392144	1.236478816	1.109859876	1.346811435	1.653828581	1.30359912	1.558670079	1.537814833	0.644045307	2.442104454	1.772606875	1.96022256	1.933403145	2.060661155	1.357851695	1.826367705	1.607236906	1.328739599	1.761798432	2.109289305	1.130025493	1.596389214
CITED2	3.596805269	3.883089494	4.239500601	4.001304401	4.081948609	3.474962009	3.933094998	4.184338923	4.885148219	4.574356928	4.574952904	3.887638053	4.212919983	3.623791943	4.024934207	4.913668704	4.194904817	4.529121677	5.024678224	4.697996845	5.956811121	4.003109996	4.314640422	4.826390632
CITED4	4.933672277	4.647392453	3.331948381	4.773631619	2.750184933	4.697545048	4.275657045	4.45441183	2.553649434	2.643389149	4.979087454	2.836216328	1.813158471	3.299614464	2.282245381	5.906448353	1.15969205	3.623722729	4.767808836	1.963258919	3.472861395	7.943693395	4.046803601	5.05172013
CIZ1	5.015481567	4.260023789	4.557939597	4.256504256	4.03186093	3.891549169	4.37146719	4.543749478	4.760665984	5.207702785	4.340468696	4.424508591	4.23739772	4.300904408	5.012081097	5.013776799	4.017887808	4.751954381	4.581498569	3.748246417	4.376851544	5.596175822	4.580177999	4.542799136
CKAP2	4.720596371	2.597371161	4.167331552	2.997590078	3.029368947	3.822483278	4.114833383	2.397317434	2.770445084	2.93462038	2.099755784	4.618040587	4.276562627	3.476815629	3.846475618	4.360257975	3.953857013	3.123647222	2.431661533	2.74113086	3.058851577	3.342601277	2.756848344	3.014220698
CKAP2L	2.794134031	1.824814573	3.280404263	1.326151507	1.232378464	3.155161418	1.816820053	1.145152107	1.412949107	1.656806172	0.700758508	2.975125867	2.549120833	1.653847078	2.918924974	1.767994127	2.372821267	1.738738999	1.603387204	1.563914754	1.271853735	2.215407454	1.680108868	1.890733109
CKAP4	4.956887858	5.05253648	4.297000506	4.39514206	5.249038226	5.070285032	5.188654809	5.638301052	4.426317486	6.032494923	5.253161278	4.913193524	5.144283226	4.932424891	4.566724041	4.777678552	4.59890273	5.371263322	5.996024971	4.783153632	7.032444055	5.757347569	6.099970706	6.028568591
CKAP5	4.679920592	3.571055382	5.032043032	4.1718462	3.690880749	3.855967653	4.395892463	3.177152362	4.237660592	3.691088432	3.034474145	4.065119724	4.166958139	4.591952362	4.209344441	3.785107118	4.548720337	4.307733063	4.054072757	3.849972355	3.887765521	4.149278028	3.556724506	3.781029026
CKB	6.034284301	5.07369817	5.500809904	5.361873142	3.086865549	6.403846403	7.185762594	4.978512335	1.807974754	3.353701138	3.528651823	6.695178683	2.903686527	5.579656646	6.73856537	5.762026775	2.265537996	4.301341358	4.904348699	4.541559423	2.800305305	5.021787395	6.502001855	4.920824455
CKLF	3.141036025	4.193947775	4.090335958	4.070448184	3.591358335	4.142118247	3.715552383	3.650728963	3.000999764	3.083276961	5.027670224	3.204909204	3.29855353	2.370514163	3.962092612	3.171950316	3.619098713	2.164173473	2.416676149	3.733780919	3.342444791	2.510005287	2.587927674	3.540514489
CKMT1B	2.262769482	3.070013351	3.107471719	3.832435258	1.088538804	3.359514917	2.095294976	1.810642231	1.429779654	1.607923763	2.890042118	2.79790139	3.312006659	3.073597034	2.062360194	1.801576489	3.131405217	2.102373741	0.706318606	2.726687652	1.393975435	2.430857384	3.433788541	0.854572245
CKMT2	2.223319548	0.836774587	0.22133047	2.491830035	0.464472653	0.534403986	0.151853092	0.679319138	0.593926771	0.699037709	0.870362774	0.639201504	0.267030879	0.370781147	0.202521285	0.206192075	1.162441491	0.390748734	0.617353118	1.131668633	0.386607177	0.444562775	2.277387129	0.396361256
CKS1B	4.593861496	3.72170942	4.747029915	3.980986648	2.456022447	4.405967043	4.48078319	3.448959572	2.582704737	4.135220175	2.708779563	3.811530134	3.592670643	3.991953147	4.8028626	4.716350216	3.517975331	2.772848507	3.222333309	2.794026966	4.178308173	4.542622481	3.137432527	3.675208641
CKS2	7.152082963	5.853146782	7.213821471	8.435857762	4.60303332	6.886296525	6.175109637	5.611595999	4.498064285	6.390173934	5.289303388	6.606172938	6.468833056	5.673897654	7.034918229	7.038250842	6.728760797	5.908462921	4.909333587	5.747392367	6.592462602	6.466896318	5.926513218	5.565071198
CLASP1	2.329817979	2.656196527	2.799737209	1.825495188	2.950380344	1.859121216	2.431713514	2.359711148	3.547393078	2.892286809	2.093532356	3.058053839	2.288388993	2.237080268	2.478081859	2.387292694	2.577337256	2.877952084	3.081868018	2.813796202	2.600822458	2.651661212	2.272168297	2.440625251
CLASP2	2.109475396	1.605888911	2.049120983	0.963246254	2.027333252	1.34486584	1.818083463	1.4525422	2.481025029	2.190167376	1.631396716	2.294196994	2.191537092	1.851311528	1.898982563	1.20607578	2.221388541	1.965644533	1.932356149	1.877424461	1.581874644	2.073052871	1.624028311	1.775998511
CLASRP	3.419676102	2.633645726	3.514864541	2.37536908	2.303691069	2.176104544	2.833721327	2.336976764	3.250509995	4.148327402	1.840722638	3.039603653	2.860251976	3.260839533	2.478011588	2.954084703	1.960976318	2.567722832	3.131952845	2.164625787	3.19084955	2.789039095	2.882393486	2.696843917
CLCC1	2.499524176	1.940788063	2.87214828	1.736954264	2.773634413	2.14983691	1.879534889	2.26957695	2.923551849	2.152575796	1.574288005	2.522326838	2.613474242	2.086667439	2.051513001	1.367083603	2.771850043	2.106097535	2.81125851	2.391809715	2.307058246	2.663613338	2.867018142	2.659483046
CLCF1	2.199402964	3.417453015	3.020178876	3.365321955	2.451064197	1.99190412	2.661381497	2.765881811	2.782874408	2.385443112	2.837090965	2.366228994	2.343939535	2.104972639	3.412175951	4.900724752	1.994375635	3.0904181	3.39051634	2.167571807	2.575894039	1.584891229	2.725051829	2.503299093
CLCN2	3.603861116	1.11278246	3.673935707	1.642682378	1.021792475	2.240493433	3.412771875	1.405820117	1.961276152	0.756975298	0.995242902	1.679346409	1.237673468	3.301800749	1.633072243	1.928840638	2.704575417	1.435954834	1.609144281	1.537193637	0.764031054	3.114890147	1.902599392	3.113192466
CLCN3	3.733481165	3.515087178	3.280091438	1.854748259	4.332036932	2.775059482	4.037062544	2.851662087	4.013627068	2.803727196	3.433276621	4.173926665	3.670460119	4.136407082	3.30942746	2.859845219	4.19278472	3.269420068	3.225761169	4.12617644	2.944076427	3.211541048	3.494447477	3.884845794
CLCN4	0.681877993	1.01274724	1.761049162	2.810574066	1.09234667	2.042458008	2.632179815	1.141408597	1.838027496	1.116055983	0.893891738	1.023597006	1.708634467	2.493028878	2.859134137	1.857884183	0.181479557	1.812501258	1.074015891	3.403614531	0.817581469	2.415032705	1.038063411	1.496168806
CLCN5	1.119629635	1.066613151	1.512578425	1.204830313	1.724707276	1.827069111	1.733615936	0.908745922	1.960486715	0.98513621	0.77073847	1.216476382	1.651229655	2.344059872	2.064904135	0.54890656	1.612013742	1.165697028	1.346933651	1.66215069	1.618735598	2.207077171	1.256318113	2.04241008
CLCN6	2.0404017	1.596821529	2.708253946	0.890654537	2.30017236	1.524688467	1.91918428	1.653440872	2.671365095	2.581209693	1.501375511	1.898672353	1.822242827	1.901721255	1.443369238	1.327354915	1.76611807	2.00686935	2.115165718	1.924776579	1.506180428	1.924832491	1.385981337	2.016778468
CLCN7	3.331989797	2.25242056	3.054518447	2.413937044	3.392019042	2.538064806	3.579712462	3.480238536	3.776280473	3.216976928	2.700795331	3.09546787	2.338812945	3.217133845	2.453119252	2.832919034	2.451465506	3.187387839	3.407565627	2.663384235	3.114417856	3.155512886	2.714067153	3.664007134
CLDN1	5.717113496	4.76199378	5.095543649	0.286090944	4.735547043	2.218514713	4.555441844	4.969653053	4.575982133	4.020956276	3.660149039	2.358829246	3.9726579	6.355202184	4.42843547	4.493424462	4.927094872	4.073416488	5.329442045	3.94640843	6.674334402	2.095217113	1.550035889	2.845199138
CLDN11	0.289379932	1.136569464	0.460519466	0.235836186	1.378347688	0.785527806	0.307580851	0.888455513	1.287350655	1.509105808	2.769273923	0.656354837	0.127271474	0.250521435	0.247132073	0.176687726	0.052606378	0.842915296	1.169310945	0.633686933	0.481709212	1.274949173	0.343467564	0.766284105
CLDN12	3.112421185	3.459275416	3.959932298	2.299569619	3.818960884	2.018169385	2.949554692	2.850193047	2.538373294	2.571440395	3.276041256	3.514336195	3.751689516	3.653998419	4.048316601	3.268729333	4.737532779	3.731589551	2.522029428	5.165941	1.987782897	2.402218595	2.782716349	3.416377
CLDN15	2.256787952	3.057142743	3.86942057	1.57467248	2.457557934	4.688168745	2.137861578	2.476040408	2.839374702	2.427996776	1.631247182	3.122193024	1.317773725	3.358505998	1.818650906	1.908585536	5.505767875	4.269396109	2.450686039	1.026658277	2.168877679	2.442839054	2.558416508	3.662980379
CLDN18	0.030428381	6.940051493	3.800518789	7.430395002	7.490470235	7.939615003	3.403285785	8.649071053	6.448914301	0.306896663	5.705793818	6.262948466	7.636909497	10.26922607	1.417928306	2.927650449	2.797067818	2.866763738	9.41563222	7.458584292	7.548151441	8.584873974	9.492761844	6.630263516
CLDN2	8.306528692	2.91103264	3.440738831	5.133152601	1.421423223	2.399007138	6.687728045	2.57222567	2.457253761	0.270187611	4.701952175	5.358261001	4.275464101	2.506851761	4.400608226	0.816451706	3.755103502	4.592047615	6.335469863	5.77320253	0.861378866	0.930906621	3.415841842	6.934910086
CLDN23	0.720897009	3.508362154	2.58101222	1.480420695	4.12319345	0.962082914	5.016749153	4.71390196	3.057361192	1.02914276	5.0604905	2.696120599	2.881964276	7.150679466	1.686111533	3.524495736	3.471892749	3.203667168	3.593759559	3.837645906	2.473760391	3.960955953	5.328750053	3.584987624
CLDN3	7.608166764	6.006428382	3.50005796	0.144181801	2.896795957	7.257011235	7.737593476	5.081660522	4.566368192	6.489642289	4.911228237	5.410464598	6.558426007	5.1716163	7.355776369	7.070701382	6.916697651	4.428497709	0.416320824	3.356258139	0.818116022	6.977419287	5.216975956	6.548766232
CLDN4	6.504267996	6.677304962	6.579402347	0.961166645	5.326177141	5.680574424	7.733799864	5.995254529	5.330391803	6.024849167	6.347825205	5.19817087	5.801486546	7.034110881	6.904433452	7.63668554	7.507736959	5.361532738	5.377585672	6.306388144	8.068442314	6.730196448	4.033085021	6.149242522
CLDN5	0.797458543	3.37404351	0.65518127	1.604241239	2.567012562	2.574261812	2.809761054	3.91873067	3.1984823	2.86611757	2.958430993	1.18864259	0.936323476	1.427492952	1.441250504	1.925324002	0.703794105	3.763693343	4.596767301	1.326970011	3.258054414	2.353249852	2.451394035	3.666600145
CLDN7	7.072250453	5.824143021	4.723050542	5.929928592	5.023550249	5.904372525	6.125140233	5.51961462	4.088656268	5.450837352	5.892266831	6.137145491	6.449249627	6.438109621	6.284100878	6.211794884	7.20425007	5.840597416	4.37649683	4.981164329	5.708634101	4.643508499	3.419180421	6.154737188
CLDND1	3.690608964	3.704186905	4.068763494	3.450609188	3.698897254	3.918536493	3.085457423	3.055013864	3.592315157	3.90729656	3.305626201	3.543185078	3.691591694	3.902744643	3.100475321	2.554098015	4.018180012	3.584486235	3.984030953	3.413643024	3.332099317	3.091797932	2.772461261	3.410916916
CLDND2	0.717109875	1.048758726	0.698199075	0.632457621	0.378117357	0.953297078	0.855290733	0.425431973	0.821423184	2.702976125	1.44713159	0.362491062	0.650657443	0.56646493	1.320835013	0.413605369	0.255537267	0.735231261	0.622773841	0.318083288	0.862564038	0.34397735	0.656647366	0.755305373
CLEC10A	0.12047351	1.322610911	0.510455772	0.826050407	3.017020253	0.595924265	0.743328143	1.019864872	2.752035668	2.344062832	1.85240166	1.164704152	0.814724606	0.377139597	0.015973752	0.697593031	0.410224611	1.453085729	2.128324228	1.111323591	2.992761957	1.046163165	1.579239036	2.728710513
CLEC11A	3.008748571	2.215512781	2.038949371	2.35744616	4.559528685	2.689812581	2.423874647	4.852016458	3.819398877	2.253366035	4.756846865	1.528013483	2.360584011	2.020244866	1.434488126	4.160512754	2.405543928	4.180443011	4.811158086	2.206088924	3.392015285	3.502210392	1.947729176	3.63091507
CLEC12A	0.126457592	0.27642775	0.338829636	0.930861915	0.861656577	0.194482881	0.098979118	0.500575282	0.695817419	0.513049571	1.379504071	0.831020695	0.375509872	0.109622273	0.105843748	0.394970794	0.486079162	0.46665607	0.526297415	0.839683693	0.624502167	0.195734312	0.202076231	1.278188231
CLEC14A	1.130467271	2.975031301	1.886763222	2.380850759	4.026929698	3.20101236	3.538566783	4.60521249	3.890572689	2.817351646	3.47885955	2.332501261	2.277629727	2.800206453	2.167426931	2.202787655	2.280926002	4.42118153	4.786994245	2.514484804	3.866310759	3.071993724	3.122792324	4.315685992
CLEC16A	2.375806384	2.294141182	2.259605234	1.657123838	2.492118572	1.923412182	2.185855901	2.316189065	2.741038401	2.479004779	1.442585594	2.451420874	2.350793248	2.173407544	2.080288148	1.960467032	2.204789879	2.254111002	2.06520938	1.977005201	2.781519005	1.701685956	2.239546464	2.520189148
CLEC1A	0.183591822	0.784057877	0.42818665	0.916345871	1.538558031	1.096586752	0.808429456	1.486254445	1.357903792	1.324179788	1.425077311	0.752518664	0.851054725	0.531368624	0.796864441	0.506915196	0.510078196	1.047411839	1.590937398	0.862678485	1.060859503	0.44255096	0.655103987	1.112616388
CLEC2B	0.860066455	3.237268936	1.680744195	2.710485173	3.436869335	2.724070731	1.610569234	2.609405146	3.189187492	3.189081361	3.53898644	1.677826037	2.704039164	0.897773361	1.672781983	1.827635537	2.380917293	2.571072395	2.639968889	2.824603934	2.835032558	1.488744919	1.529078635	2.53406428
CLEC2D	0.806474444	1.279337428	0.409567969	1.684108608	1.101092726	1.159790715	0.58267916	0.41201329	3.845902415	3.352375283	0.946081054	0.99437364	0.999672763	0.200449507	0.703325574	0.432315479	0.8194486	0.643772826	1.508089507	1.160596444	1.829095526	0.589263692	1.047078692	1.655348879
CLEC3B	0.520145571	2.756173837	0.466998478	1.696795464	3.313461805	1.449144565	2.10732571	2.838647511	2.396435668	2.230369311	1.538034462	0.997177811	1.225340209	1.310475108	1.243811677	0.643717917	0.954269423	2.785415179	2.601449417	1.456787308	3.57175492	1.70195859	2.688688265	2.845441341
CLEC4A	0.600739328	0.920688948	1.905976753	2.219874451	3.099522823	1.10751157	1.348052492	1.366524314	2.24137537	2.042624062	3.046914828	1.660090851	2.756995729	0.780487842	0.754194995	2.200176024	2.704732721	1.043481579	1.644710918	2.389581455	1.549963779	0.923341646	0.978913878	2.029449368
CLEC4E	0.140700621	0.272406075	0.707489201	1.462221718	3.551681235	0.487688129	0.833826141	1.380867186	0.56679585	0.608555303	1.705205606	1.387664826	2.077822359	0.422096744	0.212751523	1.008029587	1.183793134	0.582864829	1.622983926	1.014619543	0.858895844	0.12251159	0.450827441	0.687647738
CLEC5A	0.277767121	0.507031042	0.690420583	0.414031855	2.520520549	0.404139653	0.473359747	0.857100045	0.151154699	0.074025472	1.603204193	0.76290044	2.16063507	0.290030541	0.30995865	1.329875828	1.733827294	0.260071644	0.839043877	1.392089465	0.220892792	0.618685292	0.133336866	1.601365928
